id,label
10018,0.5165136
6327,0.7733536
11649,0.9931419
7068,1.0
8297,0.0010304451
9019,0.087738305
9524,0.14265606
9433,0.99883926
7267,0.5043359
6766,0.3532374
8774,0.05157596
11585,0.9402863
96,0.0013900995
8122,0.99803805
469,0.26218617
713,0.99999595
2584,0.10438007
9772,0.9925082
129,0.002139151
8134,0.9678161
7634,0.52399564
5410,0.23576626
9061,0.999905
1526,0.9998982
6285,0.99248374
12469,0.09245923
4929,0.9999982
8085,0.0036949813
6688,0.9102373
7537,0.9940202
11591,0.11490801
10305,0.99995303
11407,0.0052381754
300,0.003148079
11301,0.0023235083
11458,0.962342
3283,0.007273644
1646,0.016797304
5712,0.20673853
2471,0.019356132
11769,0.0047540367
6643,0.45293337
1449,0.99961793
7732,0.99987006
6403,0.028094709
563,0.0016380548
3167,0.02266422
2419,0.006369233
3612,0.0004851818
3705,1.0430813e-05
4019,0.053767294
5798,0.7164405
6775,0.07432529
5963,0.00014185905
3264,0.0074203014
2033,0.9014155
6854,0.99312186
853,0.038873136
5795,0.9998674
4698,0.97060907
3389,0.04527694
6926,0.9976578
11919,0.038185686
6111,0.9969654
6043,0.0023370981
2855,0.72548217
6513,0.0064450502
4546,0.88172555
9287,0.9999821
5542,4.36306e-05
8424,0.9847355
7819,0.0041039586
98,0.99898815
11060,0.010790348
6482,0.97104895
9114,0.044308692
10939,0.266776
8998,0.3758941
9220,0.87443936
6489,0.68636644
10304,0.9999989
5952,0.99725854
3058,0.0068817437
3273,0.9723091
519,1.424551e-05
7212,0.6774248
7793,0.00040605664
2193,0.21637881
7115,0.969627
3218,0.009103626
9133,0.9999994
9993,0.007906735
3707,0.9049976
1990,0.9933877
9354,0.9242913
5884,0.9999479
5020,0.9336591
406,0.9064702
9572,0.96188426
705,0.2505765
273,0.87151766
1279,0.9959161
7342,0.052759945
12429,0.9042307
9434,0.003970206
1158,0.9999724
10909,0.9999968
763,0.99987787
3937,0.9672891
998,0.99999857
6084,0.46456993
12293,0.9626538
4599,0.9910244
11803,0.38798273
10712,0.9999999
943,0.18557248
10199,0.00022941828
8365,0.35750774
3044,0.9999954
3748,0.14297977
6695,0.7269881
10777,0.58923316
3414,0.9997816
2772,0.41849697
10997,0.07262039
8322,0.01585403
3922,0.014403194
8719,0.99990773
1662,0.6295794
392,0.3197285
8922,0.01578182
474,0.6933624
8309,0.8839773
9909,0.11621991
9393,0.98755825
8215,0.9986564
4780,0.9999839
5082,0.050514013
11882,0.99919295
6228,0.22817397
4568,0.24667469
2485,0.027685702
2861,0.70464265
10570,0.65147066
8942,0.009393305
8012,0.81679463
11402,0.95712185
8366,0.6591985
603,0.15478519
3629,0.04498124
2695,0.95092046
166,0.0086039305
187,0.010995477
3487,0.1047492
4875,0.92296624
11174,0.92421234
952,0.0011141896
3578,0.06912154
5831,0.99704826
435,0.99999994
8502,0.050055802
5195,0.0011940002
11659,0.13619664
7098,0.81434137
12019,0.00039371848
4001,0.4899957
11150,0.037401706
3126,0.7726249
12472,0.98888254
11549,0.0032538176
10273,0.4228309
30,0.7273028
5639,0.1914491
2232,0.9366164
9269,1.0
2999,0.10522255
1775,0.028149009
10830,0.008915544
176,0.6219853
11885,0.00023889542
9797,0.52515334
2912,0.99975944
3217,0.91325736
5747,0.9866968
8682,0.011667669
10743,0.9495007
3314,0.9999988
6036,0.52400184
5120,0.99921
11207,7.6293945e-06
11235,0.9987978
9381,0.9912213
501,0.37364042
6418,1.7881393e-06
2629,0.99991584
9319,0.98311925
7720,0.09325877
5421,0.9423888
8391,3.1024218e-05
4130,0.950687
6030,0.08081278
11355,0.2239075
3198,0.709796
5391,0.999909
10175,0.6813703
9002,0.02147454
2333,0.99982
3365,0.0068205893
3390,0.0054849684
8296,0.0064412355
8947,0.99997973
6981,0.00039631128
2741,0.006238222
4683,1.013279e-06
12212,0.00045576692
5058,0.009537637
8351,5.5789948e-05
4346,0.9127927
8522,0.0013572872
10231,0.99975705
11515,0.9997667
2309,0.008849591
11431,0.0031629205
4272,0.54604506
4376,0.11302233
7830,0.1103861
492,0.37739897
8620,0.99976814
5538,0.0023447871
9460,0.63005614
10334,0.013888121
10265,0.11889711
5154,0.0021520555
5264,0.99989814
12387,0.0034591556
1873,0.30356327
2138,0.28830308
1336,0.000408262
8846,0.6246525
6600,0.9999753
4131,0.9641491
7648,0.9997457
8423,0.04175082
7377,0.0068877637
11956,0.40636313
10508,0.08487719
3588,0.99893475
3093,0.0023008585
434,0.86252654
8994,0.12262654
7145,0.036931038
471,0.001326263
8550,0.1677286
9263,0.9999057
6156,0.019199312
1624,0.099155694
9723,0.9839163
50,0.0019120574
834,0.9362248
11570,0.31746063
6010,0.581625
3341,0.11878064
8463,0.99803793
9818,0.9992018
5468,0.9977046
5432,0.99883413
9039,0.9783423
9952,0.16191176
7554,0.99999803
2674,0.30774808
153,0.00019848347
11643,0.12768385
1859,0.8866345
109,0.8447608
651,0.6815333
8545,0.99996454
7953,0.03521502
779,0.9999815
2508,0.45108616
9583,0.2844621
9609,0.0060600936
1406,0.0010303259
1495,0.15440315
2616,0.36596942
7066,0.9979418
7569,0.46910188
8069,0.07458022
7815,0.92186844
2538,0.04062301
2305,0.9244593
3686,0.0004939139
12346,0.009508014
11121,0.04674658
6460,0.98734164
11790,0.8538017
11992,0.7784581
10301,0.012767136
4106,0.011842221
8126,0.99790347
4669,0.8420893
4746,0.5935368
436,0.01460278
6965,0.02709052
8055,0.79738605
7103,0.11857042
9892,5.64456e-05
4660,0.08504027
11696,0.99685717
2414,0.082656205
7124,0.0062342584
6770,0.013042271
10931,0.7450919
6380,0.15364653
7063,0.03402701
1083,0.6708629
5556,0.004391849
1843,0.9789897
2223,0.9792266
9852,0.08369014
7751,0.9815582
8822,0.22444662
7084,0.01555863
5643,0.0052157044
5295,0.6574613
6076,0.0879572
6343,0.028230995
2156,0.2932278
10817,0.0044974983
10345,0.917802
5098,0.9894892
1153,0.0006669462
189,0.0068197846
4618,0.7188045
7010,0.99987066
7977,0.96978813
6020,0.94448715
7246,0.7611152
6093,0.5193827
4323,0.43995446
3626,0.99997723
4516,0.8938196
10645,1.0
10412,0.0029257834
9769,0.9897132
10223,0.00045850873
2402,0.0024023354
3892,0.009019077
9355,0.00027167797
4708,0.8931606
3566,0.37216026
5339,0.99994683
597,0.95996344
2503,0.013183832
9565,0.9979378
2052,0.661778
8829,0.9919175
4422,0.99982464
6898,0.44892013
11084,0.7048003
3380,0.9782747
1059,0.9999769
8543,0.99997675
8430,0.99996936
7224,0.00085932016
728,0.009326309
4427,0.9953622
12082,0.94863
2620,0.0017896295
3215,0.932433
927,7.1525574e-07
9273,0.54873616
8283,0.99465597
10124,0.9999777
8140,0.95515144
6177,0.99999136
8066,0.06121099
7578,0.17050615
631,0.9954454
2056,0.9984681
4029,0.014747232
6712,0.9971318
10952,0.91011673
6526,0.44003853
10350,0.9998368
4321,0.99608374
12121,0.06283885
5899,0.034818977
12260,0.16629514
6891,0.1408998
4579,0.6894065
12312,0.0034551322
7507,0.20003763
7651,0.04952532
12018,0.0031401515
169,0.000121325254
6412,0.8187245
7386,0.009310335
8843,0.5628524
10901,0.021173596
8840,0.11783975
7127,0.99973404
7861,0.9377297
3339,0.9640453
3815,0.00039061904
1504,0.9951655
8459,0.123310834
10796,0.013634503
4167,0.076767206
634,0.0019969344
8717,5.441904e-05
8962,0.020355195
7430,0.99996084
3998,0.5857053
11940,0.03857711
3550,0.9805893
5056,0.9925902
8313,0.15035406
11837,0.041831315
8304,0.99601084
5464,0.99999994
3197,0.004181683
2259,0.9931028
9587,0.055042893
5812,0.31804556
151,0.8759969
7599,0.8102225
3248,0.87429434
11721,0.00026845932
7678,0.46600837
8827,0.9966286
1401,0.99816203
4988,0.999995
4592,0.5337649
7479,0.9999999
5037,0.49405143
897,0.072478026
3201,0.9589114
3515,0.8734232
8320,0.00012996793
1840,0.99738824
5349,0.9737447
9561,0.0077719986
3405,0.028498828
7644,0.5088638
227,0.9099652
10873,0.00788945
10203,0.9999524
994,0.102075905
10516,0.99362695
7880,0.9968926
2689,0.9999912
928,0.007516384
2473,0.5580087
9432,0.65527314
3544,0.9597839
11450,0.26652098
642,0.08522752
9188,0.99968743
2763,0.99977577
7416,0.6210226
9690,0.99914557
1253,0.10756335
4036,0.953791
5695,0.85166043
1707,0.0005455911
9301,0.017763525
5663,0.0001975894
4756,0.88712084
4640,0.9997716
8267,0.24904522
8493,0.04129386
2395,0.0017398
7671,0.9566699
6646,0.5129782
10754,0.0070636272
4701,0.36064887
8490,0.44328558
6057,0.1686422
9877,0.11022422
7288,0.0005477667
11233,0.069774956
4069,0.98573315
1479,0.34902403
1763,0.0021254718
4134,0.0012616515
6706,0.582398
9213,0.4967334
9577,0.99893874
4023,0.9999977
1887,0.39237815
10479,0.627799
1467,0.019412875
6795,0.0040656626
2225,0.22824809
9343,0.99003226
10051,0.00604406
10196,0.99991953
10344,0.03691858
219,0.99999905
2614,0.95687747
1761,0.96910435
12078,0.0021930635
10493,0.015070617
3521,0.6671696
6579,0.93677104
5703,0.99971175
6932,0.9996084
12081,0.08417046
3057,0.886581
2662,0.59548616
1824,0.004814744
11487,0.9970312
12382,0.9992967
9058,0.7864723
11273,0.99402606
1124,0.095104694
443,0.8489722
11385,0.9892608
4535,0.50425535
10031,0.15061644
12284,0.99876606
8910,0.021277428
7824,0.45578006
2492,0.00013273954
4174,0.99733377
4665,0.9999943
1601,0.0017424822
7301,0.012995958
4078,0.062659144
981,0.99997264
9177,0.36765376
9698,0.9924455
4956,0.017339915
5099,0.00072976947
8167,0.45556948
6281,0.72952247
5088,0.11944196
858,0.9940673
11819,0.00024607778
672,0.01549089
4307,0.9963926
9974,0.0026518703
9747,0.96550405
2688,0.019761682
7375,0.9997487
12420,0.15444735
3749,0.997808
3653,0.9717774
10569,0.797958
11136,0.73895764
8108,0.99922377
5689,0.8685566
1872,0.9597082
11878,0.5849288
1809,0.9999994
6080,0.99991846
5493,0.9996631
2306,0.9851298
4068,0.015168667
8534,0.97140557
9980,0.0044381022
5185,0.01968512
2165,0.2014125
10630,0.0055417717
1034,0.9391865
11707,0.8945362
9422,0.13021907
11254,0.99998516
10151,0.008533299
4160,0.019757539
5787,0.99942625
8063,0.05733767
5456,0.029887259
91,0.10051525
10540,0.9943671
11832,0.8460568
5385,0.9954934
5459,0.95769143
11669,0.9999999
5331,0.7706332
11249,0.9977051
11260,0.00051906705
7849,0.982419
6401,0.0077322423
9094,0.031588674
22,0.025049448
4159,0.0621247
11068,0.014709532
10854,0.99605787
496,0.99999964
3192,0.9740667
8184,0.00737983
11607,0.069898725
7056,4.5388937e-05
3585,0.99999994
5749,0.08017424
9670,0.0013078451
2217,0.9538026
5428,0.99437225
12360,0.9143617
5449,1.0
9404,0.0027395189
9185,0.3763978
6748,0.34556597
6506,0.8652146
1913,0.000106185675
5395,0.99518526
1382,0.99998474
3418,0.051629275
1619,0.3559311
4004,0.22851408
6353,0.66282475
2983,5.0604343e-05
6388,0.93287766
1132,0.082472116
5683,0.006169796
4493,0.587644
11204,0.9956621
12254,0.99999994
2988,0.99731624
3628,0.022127122
494,0.014269263
1105,0.99576986
9636,0.17293745
1211,0.99983513
7088,0.90176076
57,0.99987763
8958,0.9997951
11537,0.9590736
5431,0.32592046
6882,0.0051037073
6509,0.15936774
9994,0.00069883466
12226,0.99948704
3518,0.28578642
3773,0.11846408
1140,0.0020863712
11854,0.039275438
9681,0.9885696
89,0.030033678
9691,0.24215624
9783,0.9002634
5177,0.9657282
8664,0.1990717
3338,0.98590136
6474,0.015571833
6109,0.91006446
11536,0.99869394
2578,0.072185546
1071,0.013501227
3761,0.9999953
9676,0.0010082126
7764,0.9965545
8679,0.016524673
8466,0.0038537085
4370,0.9999998
4404,0.99774885
5095,0.100865066
282,0.99999905
1640,0.9999987
703,0.024638295
4653,0.018185616
5974,0.061469346
7112,0.01395461
5986,0.049390733
6197,0.48071575
12369,0.8455075
7455,0.99964935
8182,0.9987474
7434,0.05425778
6528,0.016935319
8117,0.6497135
9610,0.006967902
4949,0.7272294
3730,0.2433534
6077,0.044671834
3827,0.9958371
3943,1.0
8651,0.99974096
5110,0.0066929758
2228,0.99972343
5622,1.8298626e-05
7766,0.9961077
12222,0.9993483
10586,0.0015940666
2540,0.24066201
4028,0.5068225
11753,0.83913445
950,0.62217075
11222,0.8405987
11941,0.9744461
727,0.97399515
10888,1.0
7497,0.023783922
10022,0.6588643
10037,0.012517095
10813,0.3742796
4072,1.0
11736,0.1744141
10059,0.59515244
10977,0.029822111
10261,0.99999595
639,0.06989199
10859,0.80967546
8854,0.020570308
9258,0.9047874
7956,0.99999124
12072,0.008450657
11420,0.83968085
5352,0.2667331
8640,0.122234404
11834,0.86732286
12232,0.7182627
4487,0.00513196
4864,0.5593082
11156,0.0060657263
2518,0.99959016
3255,0.00029319525
1734,0.024116158
10428,0.15583232
2501,0.0038777292
12134,0.030460417
7663,0.9999859
7333,0.011315107
5768,0.4978866
9932,0.8861208
3169,0.034863263
5687,0.038763642
5753,0.110462785
9760,0.05605802
1318,0.7634036
1996,0.99253833
7714,0.0030456483
8927,0.9991703
7844,0.24383396
5691,0.9961654
5017,0.07169792
6257,0.9851279
7897,0.0014038086
12135,0.89358246
9539,0.999989
4013,0.022951484
10272,0.18426722
11565,0.031135082
7544,0.9999931
2833,0.9998478
10168,0.5433773
11595,3.746152e-05
2322,0.9971181
11194,0.5856841
11950,0.046876192
7366,0.024188519
6292,0.05639869
3791,0.23899359
10917,0.030252993
10457,0.055116057
793,0.99904794
6521,0.0051187575
3202,0.117960185
6242,0.68230796
9184,0.983204
6492,0.693144
4253,0.08892551
8114,0.9999994
11827,0.9999157
5950,0.00067588687
3024,0.999557
8160,0.99924767
4026,0.999375
8129,0.111297995
11030,0.99972975
10146,0.9976969
1618,0.016364217
11928,0.9816332
10083,0.004599184
9623,0.008818597
6933,0.0002606511
10776,0.09946039
2524,0.029359818
2844,0.9999491
4897,0.647738
5321,1.2487173e-05
6287,0.30394018
5808,0.9226667
8342,0.8063264
7513,0.0005072355
7938,0.9993816
125,0.10625586
12253,0.9766924
5738,0.9662341
3230,0.05327171
2740,0.9522945
3965,0.92614925
3002,0.99900186
8638,0.59768933
3901,0.0007395148
4561,0.009852439
12391,0.35168952
3592,0.9460367
305,0.00064203143
12054,0.19052142
12125,0.017376274
3974,0.98949885
5275,0.18421409
6625,0.7069844
9176,6.124377e-05
11491,0.026898533
7238,0.6322212
1359,0.032981604
3131,0.016757548
6318,0.9866274
4318,1.296401e-05
620,0.6406851
5329,0.0015364289
11564,5.2124262e-05
3667,0.10917351
4406,0.26775277
7908,0.2461105
473,0.9998681
3614,0.06655228
3382,0.0064108074
4016,0.0004427731
12097,0.09799999
10815,0.69250464
11806,0.9995898
8078,0.99998254
12317,0.30568027
5516,0.14436468
8354,0.10970464
2791,0.8673442
7204,0.1474373
8471,0.03575477
9346,0.99508864
5447,0.99987876
1138,0.09442106
12489,0.30500233
5161,0.014363587
6204,0.24036393
1114,0.99997425
5483,0.00731498
1875,0.58466434
6566,0.9962516
9789,0.9867351
707,0.99944824
3714,0.79143006
11811,0.007242143
4310,0.16643122
6532,0.99999994
6738,0.9991713
3171,0.00084882975
6003,0.117299974
9907,0.0054840147
2139,0.027495712
9105,0.92365646
10264,0.22520638
640,0.00049582124
9317,0.0006443858
477,0.14983103
5786,9.793043e-05
5627,0.00155285
657,0.99999964
7480,0.9485638
10894,0.013891786
1793,0.2148175
1725,0.9999968
10855,0.989377
4849,0.85354745
3310,0.636583
12449,0.001845926
6499,0.9981139
4582,0.0023774207
1605,0.17159536
7821,0.016947895
4498,0.9957578
3318,0.28282142
500,0.0012135804
4855,0.00045621395
8172,0.4321736
9627,0.0012603998
11886,0.7397601
11904,0.9998375
589,0.0054325163
1386,0.9994821
11795,0.99930257
11114,0.9983436
2260,0.7661048
9545,0.0013524294
214,0.30560762
4852,0.95591736
7679,0.00035589933
11359,0.0021901727
5248,0.5678179
4873,0.9999891
5789,0.9999157
3670,0.3157301
9137,0.00026905537
4279,0.00011005998
444,0.0893828
8395,0.8397807
11406,0.9984144
1422,0.23530579
3635,0.00066563487
4953,0.9967514
8902,0.33149755
6150,0.0005528927
7292,0.38444892
4912,0.9893335
9271,0.69786924
9850,0.9999962
11201,0.9999643
10510,0.024236768
4316,0.9770546
5910,0.079306304
2265,0.00077337027
4760,0.1982978
1471,0.9258993
11544,5.492568e-05
407,0.031989217
5486,0.005957812
8024,0.9999467
1368,0.014758021
9257,0.13452646
7560,0.5229516
11641,0.0007291734
7733,0.011290103
9905,0.015075743
3846,0.2794153
11390,0.00821507
3443,0.08497065
7294,0.99865526
7226,0.99997723
11495,0.0007708967
7851,0.061756253
11692,0.04170525
7778,0.01090005
11868,0.03876227
2030,0.06654811
1202,0.056541353
11946,0.01825571
320,0.0702174
6802,0.99999976
11848,0.009152025
6805,0.021451533
9055,0.99594796
12407,0.98958874
9084,0.9995295
10943,0.22356492
4547,0.48602307
6233,0.00018548965
2985,0.018849611
8324,0.9999721
7035,0.98890615
11857,0.0012871921
10810,0.5786652
121,0.86166835
8773,0.023958057
5398,0.0013825595
11237,0.5159908
11152,1.0
10434,0.99888295
2521,0.9444624
5644,0.2490947
10020,0.00035485625
7872,0.53596526
5670,0.9701475
10213,0.99069774
5054,0.011634678
982,0.90158236
10718,0.101412416
10386,0.003053248
6680,0.0011000335
7540,0.6177961
12228,0.99906194
5531,0.053613305
6408,0.03679189
4824,0.994799
10881,0.9995098
11344,0.99503464
2953,0.005275935
1181,0.4872397
415,0.7546538
7264,0.9999801
12089,0.6611651
3164,0.034831673
1058,0.6532505
7143,0.96494687
11239,0.5317563
6387,0.99395686
3598,0.98201185
1515,0.079836905
4799,0.99999654
2272,0.9992075
1394,0.0026872754
1844,0.23892039
5451,0.10956946
10935,0.8855502
12014,0.99858356
3446,0.56448144
1258,0.024481386
1961,0.14661637
1783,0.007387221
10055,0.06378958
4263,0.0008497834
6371,0.00045982003
8809,0.9999999
4407,0.3156041
6990,0.0025065243
11027,0.74907225
8027,0.9999999
10179,0.28347117
10332,0.9999999
5679,0.008501917
6702,0.5437872
5060,0.99999833
4246,0.5280615
12225,0.25887626
11367,0.0003002584
11747,0.00040513277
1293,0.040537953
8343,0.8293431
10181,0.7583927
7059,0.99988294
7129,0.14004368
2977,0.0830369
3503,0.010969073
7396,5.850196e-05
12384,0.0007226765
6900,0.0009264946
3606,0.99991137
5938,0.985026
10741,0.52810335
7493,0.9999951
38,0.0070476234
12172,0.9999988
381,0.9573599
416,0.00030469894
10887,0.008646786
8124,0.023533106
6405,0.0033604503
3312,0.42653817
2825,0.085665226
8492,0.0038698316
6840,1.0
6181,0.22612235
2483,0.990768
6232,0.9871982
11139,0.83249664
1971,0.0085271
9392,0.22794315
11601,0.27524728
12462,4.7683716e-07
652,0.53335863
5025,0.0060574412
5726,0.02204308
11492,0.0010493994
6342,0.6501253
4995,0.011790395
3413,0.86756456
3860,0.9372052
5140,0.7597364
8899,0.0075689554
1118,0.0008184016
27,0.99813056
4489,0.04622683
11137,0.10331905
11881,0.96299195
8539,0.9999771
2848,0.0067365468
4908,0.92973375
1142,0.0011800826
7734,0.9997252
10956,0.4744251
5128,0.5414981
3186,0.1089623
9362,0.95595706
8548,0.077175975
2964,1.0
3249,0.3553934
10374,0.95618236
8835,0.7644347
10079,0.034356385
2968,0.002366364
5943,0.9873502
5426,0.9999756
1264,0.0025483966
3976,0.0071377456
4163,0.00096189976
2643,0.99979633
6934,0.9999695
2637,0.0014245808
49,0.9905368
11815,0.9139773
3425,0.99999505
1628,0.68140113
7180,0.83458215
10660,0.0022886097
10760,0.102203876
9459,0.20356289
9282,0.99516815
3842,0.032485455
924,0.1816876
2354,0.00020682812
2723,0.014549762
4811,0.34329796
2368,0.9998208
4539,0.9712393
12246,0.9999969
2233,6.0766935e-05
4357,0.99388945
4557,0.008573651
5113,0.66709626
1991,0.99053246
6087,0.99793017
9826,0.57149553
4485,3.2037497e-05
1163,0.029874027
5972,0.9998349
7485,9.030104e-06
5218,0.98725283
3494,0.7240665
630,0.9999997
11592,2.8580427e-05
4211,0.008361608
8526,0.00033438206
8570,0.06554809
7662,0.9999999
6786,0.99842846
5481,0.9851853
3011,0.3862724
6096,0.01936251
1698,0.009367734
8988,0.18525508
4079,0.14529288
3646,0.5483807
8221,0.5599293
5567,0.9999907
8252,0.063602954
11947,0.009600848
4712,6.902218e-05
875,0.014692098
7391,0.6841874
514,0.40657297
6436,0.99938154
2681,0.00095304847
10483,0.009846866
5989,0.9993154
4317,0.8204602
1078,0.11331183
7438,0.00988096
8289,0.49251214
171,0.17382792
9752,0.15857023
256,2.4795532e-05
2951,0.06024939
8862,0.9999782
11255,0.94060624
10700,0.06569007
6243,0.0017748177
2967,0.00038829446
8364,0.9999702
9672,1.937151e-06
4784,0.9720215
1354,0.048772663
7087,0.032801062
5365,0.00036600232
12044,0.0043132007
6378,0.063775
6583,0.92222226
6809,0.9788714
2920,0.014493138
9443,0.9999157
1237,1.0
7923,0.18791148
6928,0.99847704
4837,0.005111128
11217,0.89589256
1407,0.05621785
12200,0.99891067
3527,0.8428391
6986,0.9997982
7202,6.556511e-06
8029,0.1641253
1889,0.23413563
5076,0.21194682
8306,0.9925962
2799,0.0051522553
1825,0.98970044
7260,0.9148629
9717,0.0022351444
3722,0.99363244
5471,0.8050463
2175,0.9790387
7081,0.7457524
8662,0.016525358
8061,0.99706155
4996,0.9859654
10171,0.0029746592
5524,0.99999666
1199,0.007352352
2914,0.85196245
7650,0.09790966
9642,0.117054105
5318,1.0
10367,0.99574465
5013,0.28351945
7917,0.027186245
1173,0.99891055
9652,0.56046325
10497,0.8620169
2575,0.72740966
69,0.9240893
5721,0.0041039586
12183,0.12098712
4224,0.8054867
942,0.009883374
9069,0.99999964
3726,0.018417835
10106,0.21178275
1001,0.00032034516
7576,0.53379387
1585,0.013040125
10027,0.99991244
10342,0.9997292
11125,0.34309345
4993,0.97382843
3728,0.0462071
2814,0.0008839667
126,0.23915589
2558,0.0038342476
5900,8.2165e-05
7704,0.21351466
3441,0.9974443
4275,0.021384478
388,0.048691392
2453,0.0016570091
876,0.99988246
10411,0.38613194
7657,0.000816524
3552,0.89475214
1886,0.01526022
10624,0.0029922128
8729,0.7745146
11108,0.15662509
2664,0.6257072
3831,5.0365925e-06
8737,0.9833164
4038,0.022495955
10904,0.98574424
4228,0.004529178
8633,0.99975985
12126,0.106120676
10108,0.7646575
2607,0.25916603
9544,0.437227
1233,0.00042289495
9630,0.99999064
8329,0.027579099
4980,0.99993175
3211,0.024840325
11677,0.99988174
11221,0.49081734
1456,0.17892739
5845,0.9998385
7370,0.5800768
236,0.8469259
5000,0.99677753
5116,0.77691495
1669,0.9997394
9595,0.0015436411
10111,0.056024075
5566,3.105402e-05
7983,0.00013267994
279,0.003078401
2655,0.044721007
3320,0.021891057
2412,0.9643679
6050,0.005049765
6018,0.004884422
11016,0.98006666
10528,0.027321815
8235,0.04106313
12445,0.00013670325
8769,0.78728163
8634,0.9963044
9260,0.0007233918
11524,0.11209205
3370,0.00034996867
5130,0.9999699
11987,0.94993675
3488,0.7127219
2783,0.00087586045
7508,5.9247017e-05
12076,0.8511703
8628,0.999981
2224,0.7590522
6734,0.6928057
6196,0.98877144
4438,0.34554535
10604,0.38140807
9288,0.00022467971
9814,0.21777055
10292,0.1527214
6332,0.932022
2829,0.70370615
62,0.22255608
11785,0.8592534
6102,0.085936576
9322,0.07616329
11617,1.0
6793,0.48040137
11081,0.99954164
9090,0.0004426241
4985,0.98981
7927,0.9970932
11442,0.9999994
10774,0.00052931905
5334,0.008568466
6642,0.010902464
7640,0.02202475
1798,0.5924382
4709,0.11088154
6739,0.06237954
8844,0.10030383
9866,0.8884884
426,0.0024992526
722,0.0020578206
9786,0.20522061
9217,0.99344045
7905,0.023491234
9822,0.9426273
10678,0.09479523
12497,0.009359121
10007,0.025242269
9586,0.19580522
12158,0.44467336
3870,0.21916759
5301,0.7738981
8791,0.8544869
10713,0.093458235
3925,0.999995
1172,0.98961544
7051,0.99980634
10652,0.05150616
1411,0.99734485
4722,0.0012788773
4806,0.0021307468
4580,0.13711777
11080,0.99999654
6912,0.9859689
8782,0.0024287105
1290,0.999998
141,0.0010706782
8044,0.15660307
5860,0.93594414
3939,0.91002434
119,0.9901365
5419,0.96428996
7016,0.40394154
404,0.023293495
7163,0.51841295
11230,0.8210065
5009,0.0010126829
4499,0.9745374
5803,0.0023249686
3332,0.040419072
7211,0.0011045635
9033,0.11167762
1020,0.008224726
1972,0.9187689
12294,0.9995636
9369,0.93398637
11272,0.9999999
5686,0.059921205
10220,0.99991935
7503,0.84292924
12415,0.05575052
8483,0.99999416
5551,0.8642192
5155,0.97486985
7667,0.44355834
4938,0.97636235
152,0.07995573
7536,0.9875015
10724,0.999999
1490,0.9989935
953,0.8950473
11312,0.999987
11981,0.024862528
354,0.9526234
9192,0.0049979985
3086,0.4886126
4572,0.03349203
2522,0.2208569
2050,0.9999958
1070,0.99832255
3790,0.05493754
